doc_id,gt_doc_id,category,field_name,pred_value,gt_value
L2_A_001,L2_A_001,A,part_number,"[""IR-220"", ""IR-240"", ""IR-410""]","[""IR-220"", ""BK-410"", ""IR-410""]"
L2_A_001,L2_A_001,A,unit_price,"[74.7, 5.11, 61.0]","[74.17, 5.11, 61.0]"
L2_A_002,L2_A_002,A,part_number,"[""JQ-618"", ""AK-610"", ""RB-725"", ""BF-305"", ""EV-220""]","[""JQ-618"", ""AX-410"", ""BK-725"", ""FT-305"", ""EV-220""]"
L2_A_003,L2_A_003,A,po_number,"""po-2025-4483""","""PO-2025-4483"""
L2_A_003,L2_A_003,A,part_number,"[""JR-940"", ""JQ-925"", ""CN-340"", ""BK-305""]","[""IR-940"", ""JQ-725"", ""CN-940"", ""BK-305""]"
L2_A_004,L2_A_004,A,po_date,"""2024-05-08""","""2024-08-05"""
L2_A_004,L2_A_004,A,total_amount,3803.0,3803.92
L2_A_004,L2_A_004,A,part_number,"[""IR-940"", ""AK-220"", ""DX-220""]","[""IR-940"", ""AX-220"", ""DX-220""]"
L2_A_004,L2_A_004,A,unit,"[""pcs"", ""boxes"", null]","[""pcs"", ""boxes"", ""pcs""]"
L2_A_004,L2_A_004,A,unit_price,"[76.73, 33.78, 25.67]","[76.73, 33.77, 25.47]"
L2_A_005,L2_A_005,A,po_number,"""PO-2023-8397""","""PO-2026-8397"""
L2_A_005,L2_A_005,A,part_number,"[""DX-410"", ""AX-410"", ""BX-940"", ""DX-940""]","[""DX-410"", ""AX-410"", ""BK-940"", ""DX-940""]"
L2_A_006,L2_A_006,A,po_date,"""2022-08-11""","""2024-08-11"""
L2_A_006,L2_A_006,A,part_number,"[""EV-830"", ""ER-20"", ""IR-210"", ""DX-725"", ""GX-512""]","[""EV-830"", ""IR-220"", ""BK-410"", ""DX-725"", ""GX-512""]"
L2_A_006,L2_A_006,A,unit,"[""EA"", null, ""EA"", ""pcs"", ""sets""]","[""EA"", ""pcs"", ""EA"", ""pcs"", ""sets""]"
L2_A_006,L2_A_006,A,unit_price,"[43.34, 43.34, 83.93, 49.59, 39.14]","[43.34, 45.43, 83.93, 49.59, 39.14]"
L2_A_006,L2_A_006,A,line_amount,"[433.4, 272.08, 3021.48, 1388.52, 469.68]","[433.4, 272.58, 3021.48, 1388.52, 469.68]"
L2_A_007,L2_A_007,A,part_number,"[""JQ-410"", ""E5-210"", ""E5-210"", ""CM-512"", ""BK-100""]","[""JQ-410"", ""BK-725"", ""EV-410"", ""CN-512"", ""BK-100""]"
L2_A_008,L2_A_008,A,po_date,"""2024-07-08""","""2024-08-07"""
L2_A_008,L2_A_008,A,part_number,"[""FM-210"", ""AK-200"", ""RT-305"", ""TR-725""]","[""FT-410"", ""AX-220"", ""FT-305"", ""IR-725""]"
L2_A_008,L2_A_008,A,unit_price,"[61.27, 49.68, 6.32, 74.64]","[61.27, 49.88, 6.32, 74.64]"
L2_A_009,L2_A_009,A,po_date,"""2025-06-03""","""2025-03-06"""
L2_A_009,L2_A_009,A,part_number,"[""GX-305"", ""CN-725"", ""MT-725"", ""BK-725""]","[""GX-305"", ""CN-725"", ""FT-725"", ""BK-725""]"
L2_A_009,L2_A_009,A,unit,"[""EA"", ""PCS"", ""EA"", ""PCS""]","[""EA"", ""pcs"", ""EA"", ""pcs""]"
L2_A_010,L2_A_010,A,part_number,"[""EV-305"", ""J0-725""]","[""EV-305"", ""JQ-725""]"
L2_A_010,L2_A_010,A,unit_price,"[87.55, 5.75]","[87.95, 5.75]"
L2_A_011,L2_A_011,A,po_date,"""2025-07-09""","""2025-09-07"""
L2_A_011,L2_A_011,A,total_amount,542.01,5428.01
L2_A_011,L2_A_011,A,part_number,"[""IR-305"", ""GK-305"", ""IR-100"", ""JG-618""]","[""IR-305"", ""GX-305"", ""IR-100"", ""JQ-618""]"
L2_A_011,L2_A_011,A,line_amount,"[1899.91, 1880.48, 1166.62, 452.0]","[1898.91, 1880.48, 1196.62, 452.0]"
L2_A_012,L2_A_012,A,po_number,"""PO-2024-1157""","""PO-2024-1757"""
L2_A_012,L2_A_012,A,part_number,"[""JQ-410"", ""CN-100"", ""IR-830"", ""BK-230"", ""IR-618""]","[""JQ-410"", ""CN-100"", ""IR-830"", ""BK-830"", ""IR-618""]"
L2_A_012,L2_A_012,A,quantity,"[28, 30, 29, 37, 31]","[28, 33, 29, 37, 31]"
L2_A_012,L2_A_012,A,line_amount,"[2487.52, 1235.1, 680.05, 977.54, 2090.02]","[2487.52, 1358.61, 680.05, 977.54, 2090.02]"
L2_A_013,L2_A_013,A,po_number,"""PO-2026-5661""","""PO-2026-5681"""
L2_A_013,L2_A_013,A,part_number,"[""GX-305"", ""FF-940""]","[""GX-305"", ""FT-940""]"
L2_A_014,L2_A_014,A,po_date,"""2023-03-27""","""2025-03-27"""
L2_A_014,L2_A_014,A,total_amount,631.29,6391.29
L2_A_014,L2_A_014,A,part_number,"[""JT-725"", ""JK-920"", ""AA-220"", ""CM-100"", ""MS-610""]","[""FT-725"", ""JQ-940"", ""AX-220"", ""CN-100"", ""HM-618""]"
L2_A_014,L2_A_014,A,unit_price,"[4.84, 82.12, 60.11, 86.95, 34.08]","[4.84, 92.12, 60.01, 86.95, 34.08]"
L2_A_014,L2_A_014,A,line_amount,"[159.72, 2555.72, 1620.27, 869.5, 886.08]","[159.72, 2855.72, 1620.27, 869.5, 886.08]"
L2_A_015,L2_A_015,A,po_number,"""PO-2024-4906""","""PO-2024-4908"""
L2_A_015,L2_A_015,A,total_amount,3633.84,3063.84
L2_A_015,L2_A_015,A,part_number,"[""CN-220"", ""AK-512"", ""DX-220"", ""EV-220"", ""GX-618""]","[""CN-220"", ""AX-512"", ""DX-220"", ""EV-220"", ""GX-618""]"
L2_A_015,L2_A_015,A,unit,"[""EA"", ""EA"", ""units"", ""units"", ""pcs""]","[""EA"", ""units"", ""units"", ""units"", ""pcs""]"
L2_A_015,L2_A_015,A,unit_price,"[17.16, 12.59, 40.87, 11.99, 36.03]","[77.16, 12.59, 40.87, 11.99, 36.03]"
L2_A_015,L2_A_015,A,line_amount,"[388.88, 263.39, 1062.62, 203.83, 144.12]","[1388.88, 264.39, 1062.62, 203.83, 144.12]"
L2_A_016,L2_A_016,A,po_date,"""2022-06-11""","""2026-06-11"""
L2_A_016,L2_A_016,A,part_number,"[""BK-512"", ""PO-725"", ""MF-305"", ""EV-618""]","[""BK-512"", ""JQ-725"", ""FT-305"", ""EV-618""]"
L2_A_016,L2_A_016,A,unit_price,"[83.81, 75.55, 50.44, 36.77]","[83.41, 75.55, 50.44, 36.77]"
L2_A_017,L2_A_017,A,total_amount,827.39,8279.39
L2_A_017,L2_A_017,A,part_number,"[""GX-940"", ""EV-512"", ""DX-518"", ""CN-410"", ""JQ-940""]","[""GX-940"", ""EV-512"", ""DX-618"", ""CN-410"", ""JQ-940""]"
L2_A_017,L2_A_017,A,unit_price,"[54.0, 70.88, 13.82, 95.19, 29.1]","[54.03, 70.88, 13.82, 95.19, 29.1]"
L2_A_018,L2_A_018,A,po_number,"""PO-2025-2600""","""PO-2025-2680"""
L2_A_018,L2_A_018,A,part_number,"[""AX-512"", ""GX-630"", ""AX-305"", ""BK-410"", ""JY-410""]","[""AX-512"", ""GX-830"", ""AX-305"", ""BK-410"", ""JQ-410""]"
L2_A_018,L2_A_018,A,unit_price,"[35.59, 82.57, 63.69, 95.01, 76.92]","[35.39, 82.57, 63.69, 95.01, 76.92]"
L2_A_019,L2_A_019,A,currency,null,"""EUR"""
L2_A_019,L2_A_019,A,part_number,"[""EV-830"", ""JO-310"", ""CN-512"", ""EV-512""]","[""EV-830"", ""JQ-410"", ""CN-512"", ""EV-512""]"
L2_A_020,L2_A_020,A,po_number,"""Po-2024-3870""","""PO-2024-3870"""
L2_A_020,L2_A_020,A,po_date,"""2022-08-21""","""2026-08-21"""
L2_A_020,L2_A_020,A,part_number,"[""HM-220"", ""FM-220"", ""HM-512""]","[""HM-220"", ""FT-220"", ""HM-512""]"
L2_A_021,L2_A_021,A,po_date,"""2024-05-09""","""2024-09-25"""
L2_A_022,L2_A_022,A,po_number,"""PO-20226-3369""","""PO-2026-3369"""
L2_A_022,L2_A_022,A,po_date,"""2020-02-24""","""2026-02-24"""
L2_A_023,L2_A_023,A,part_number,"[""HM-220"", ""CN-228"", ""EV-518"", ""PF-940""]","[""HM-220"", ""CN-725"", ""EV-618"", ""FT-940""]"
L2_A_024,L2_A_024,A,part_number,"[""JQ-725"", ""JQ-305"", ""HM-312""]","[""JQ-725"", ""JQ-305"", ""HM-512""]"
L2_A_024,L2_A_024,A,unit_price,"[19.16, 50.79, 64.51]","[19.16, 50.77, 64.51]"
L2_A_025,L2_A_025,A,part_number,"[""AX-830"", ""FT-010""]","[""AX-830"", ""FT-410""]"
L2_A_025,L2_A_025,A,line_amount,"[3277.64, 983.84]","[3297.64, 983.84]"
L2_A_026,L2_A_026,A,po_date,"""2024-01-19""","""2026-01-19"""
L2_A_026,L2_A_026,A,total_amount,6927.77,4692.87
L2_A_026,L2_A_026,A,part_number,"[""EM-512"", ""BK-305"", ""IR-318""]","[""HM-512"", ""BK-305"", ""IR-618""]"
L2_A_026,L2_A_026,A,quantity,"[18, 9, 7]","[18, 9, 27]"
L2_A_026,L2_A_026,A,unit_price,"[91.5, 47.5, 96.79]","[91.58, 47.9, 96.79]"
L2_A_026,L2_A_026,A,line_amount,"[1648.44, 411.1, 2631.33]","[1648.44, 431.1, 2613.33]"
L2_A_027,L2_A_027,A,po_number,"""PO-2025-7869""","""PO-2025-7689"""
L2_A_027,L2_A_027,A,po_date,"""2024-01-26""","""2024-08-26"""
L2_A_027,L2_A_027,A,part_number,"[""DX-940"", ""IR-725"", ""BR-830"", ""EV-100""]","[""DX-940"", ""IR-725"", ""BK-830"", ""EV-100""]"
L2_A_027,L2_A_027,A,unit_price,"[13.38, 46.86, 88.77, 94.03]","[13.38, 46.46, 88.77, 94.03]"
L2_A_028,L2_A_028,A,part_number,"[""IR-410"", ""DK-618"", ""CN-305""]","[""IR-410"", ""DX-618"", ""CN-305""]"
L2_A_028,L2_A_028,A,quantity,"[38, 15, 10]","[38, 15, 40]"
L2_A_029,L2_A_029,A,total_amount,6561.0,6561.02
L2_A_029,L2_A_029,A,part_number,"[""BK-330"", ""AX-900"", ""AX-100"", ""BK-330"", ""FF-305""]","[""BK-830"", ""AX-940"", ""AX-100"", ""BK-830"", ""FT-305""]"
L2_A_029,L2_A_029,A,unit_price,"[52.3, 94.5, 65.05, 43.77, 90.13]","[52.3, 94.65, 65.05, 43.77, 90.13]"
L2_A_029,L2_A_029,A,line_amount,"[1307.5, 1514.0, 2016.55, 1181.79, 540.78]","[1307.5, 1514.4, 2016.55, 1181.79, 540.78]"
L2_A_030,L2_A_030,A,part_number,"[""PM-305"", ""BK-206"", ""PT-305"", ""IR-940"", ""GK-100""]","[""FT-305"", ""BK-220"", ""FT-305"", ""IR-940"", ""GX-100""]"
L2_A_031,L2_A_031,A,part_number,"[""EV-618"", ""CN-725"", ""AX-210"", ""HM-618""]","[""EV-618"", ""CN-725"", ""AX-220"", ""HM-618""]"
L2_A_031,L2_A_031,A,quantity,"[3, 2, 1, 15]","[3, 2, 11, 15]"
L2_A_031,L2_A_031,A,unit_price,"[19.68, 19.56, 74.61, 38.87]","[19.68, 19.78, 74.61, 38.87]"
L2_A_032,L2_A_032,A,po_date,"""2025-07-01""","""2025-07-13"""
L2_A_032,L2_A_032,A,part_number,"[""JQ-30"", ""QK-30"", ""QX-305"", ""AX-30""]","[""JQ-830"", ""GX-100"", ""DX-305"", ""AX-830""]"
L2_A_034,L2_A_034,A,total_amount,1222.58,7222.58
L2_A_034,L2_A_034,A,part_number,"[""EW-100"", ""EB-330"", ""EW-220"", ""EM-940"", ""JQ-410""]","[""EV-100"", ""HM-830"", ""EV-220"", ""HM-940"", ""JQ-410""]"
L2_A_034,L2_A_034,A,unit_price,"[63.88, 9.37, 38.14, 51.69, 91.09]","[63.88, 9.27, 38.14, 51.69, 91.09]"
L2_A_035,L2_A_035,A,po_number,"""po-2026-3600""","""PO-2026-3600"""
L2_A_035,L2_A_035,A,part_number,"[""AK-610"", ""GX-512"", ""FV-720"", ""EV-725"", ""BX-512""]","[""AX-618"", ""GX-512"", ""FT-220"", ""EV-725"", ""BK-512""]"
L2_A_035,L2_A_035,A,unit_price,"[68.53, 11.16, 87.58, 91.84, 71.47]","[68.53, 11.26, 87.58, 91.84, 71.47]"
L2_A_035,L2_A_035,A,line_amount,"[1576.19, 258.89, 3503.2, 1010.24, 2850.8]","[1576.19, 258.98, 3503.2, 1010.24, 2858.8]"
L2_A_036,L2_A_036,A,part_number,"[""CN-305"", ""AK-725"", ""UJ-512"", ""EV-930""]","[""CN-305"", ""AX-725"", ""JQ-512"", ""EV-830""]"
L2_A_036,L2_A_036,A,line_amount,"[605.3, 872.16, 1629.34, 869.28]","[605.3, 872.16, 1649.34, 869.28]"
L2_A_037,L2_A_037,A,po_date,"""2026-01-11""","""2026-11-17"""
L2_A_037,L2_A_037,A,total_amount,463.1,4643.1
L2_A_037,L2_A_037,A,part_number,"[""AX-725"", ""AX-725"", ""PT-220""]","[""AX-725"", ""DX-725"", ""FT-220""]"
L2_A_038,L2_A_038,A,po_date,"""2022-06-15""","""2026-05-16"""
L2_A_038,L2_A_038,A,part_number,"[""GX-330"", ""EM-940"", ""CN-512"", ""DX-725""]","[""GX-830"", ""HM-940"", ""CN-512"", ""DX-725""]"
L2_A_039,L2_A_039,A,part_number,"[""IR-318"", ""HM-805"", ""WM-100"", ""DX-100""]","[""IR-618"", ""HM-305"", ""HM-100"", ""DX-100""]"
L2_A_040,L2_A_040,A,part_number,"[""IR-312"", ""JO-308"", ""RK-816"", ""GK-305"", ""FT-725""]","[""IR-512"", ""JQ-305"", ""BK-618"", ""GX-305"", ""FT-725""]"
L2_A_041,L2_A_041,A,part_number,"[""PT-725"", ""BK-100""]","[""FT-725"", ""BK-100""]"
L2_A_042,L2_A_042,A,total_amount,1791.14,1779.14
L2_A_042,L2_A_042,A,part_number,"[""CN-518"", ""DX-608"", ""IK-818"", ""BK-220""]","[""CN-618"", ""DX-305"", ""IR-618"", ""BK-220""]"
L2_A_043,L2_A_043,A,part_number,"[""DX-618"", ""EV-610"", ""EV-940""]","[""DX-618"", ""EV-410"", ""EV-940""]"
L2_A_043,L2_A_043,A,unit_price,"[33.64, 84.9, 14.27]","[33.62, 84.9, 14.27]"
L2_A_044,L2_A_044,A,quantity,"[32, 62, 32, 22]","[32, 6, 32, 22]"
L2_A_044,L2_A_044,A,unit,"[""sets"", null, ""boxes"", ""EA""]","[""sets"", ""sets"", ""boxes"", ""EA""]"
L2_A_044,L2_A_044,A,unit_price,"[26.0, 69.68, 47.52, 73.95]","[26.0, 69.48, 47.52, 73.95]"
L2_A_045,L2_A_045,A,total_amount,523.53,5632.53
L2_A_045,L2_A_045,A,part_number,"[""BK-725"", ""BK-618"", ""JD-930"", ""BK-725"", ""GX-618""]","[""BK-725"", ""DX-618"", ""JQ-830"", ""BK-725"", ""GX-618""]"
L2_A_045,L2_A_045,A,line_amount,"[1065.54, 2999.94, 147.85, 100.8, 1319.4]","[1065.54, 2998.94, 147.85, 100.8, 1319.4]"
L2_A_047,L2_A_047,A,part_number,"[""JK-725"", ""JK-726"", ""CN-725""]","[""JQ-725"", ""BK-410"", ""CN-725""]"
L2_A_047,L2_A_047,A,unit_price,"[63.64, 5.99, 32.74]","[63.64, 5.09, 32.74]"
L2_A_048,L2_A_048,A,part_number,"[""DX-512"", ""EM-612"", ""EV-512""]","[""DX-512"", ""HM-618"", ""EV-512""]"
L2_A_048,L2_A_048,A,line_amount,"[1071.11, 1044.6, 1366.52]","[1077.11, 1044.6, 1366.32]"
L2_A_049,L2_A_049,A,total_amount,422.0,422.4
L2_A_049,L2_A_049,A,part_number,"[""IR-410"", ""IR-330"", ""IR-305""]","[""IR-410"", ""FT-830"", ""IR-305""]"
L2_A_049,L2_A_049,A,quantity,"[5, 5, 1]","[5, 5, 10]"
L2_A_049,L2_A_049,A,line_amount,"[338.2, 59.1, 2.51]","[338.2, 59.1, 25.1]"
L2_A_050,L2_A_050,A,part_number,"[""IR-940"", ""EM-512"", ""RW-512"", ""EV-410""]","[""IR-940"", ""HM-512"", ""HM-512"", ""EV-410""]"
L2_A_050,L2_A_050,A,unit_price,"[46.5, 85.4, 34.41, 74.19]","[46.53, 85.4, 34.41, 74.19]"
L2_B_001,L2_B_001,B,po_date,null,"""2025-06-19"""
L2_B_001,L2_B_001,B,part_number,"[""CN-78"", ""EV-618""]","[""CN-725"", ""EV-618""]"
L2_B_002,L2_B_002,B,total_amount,2564.42,2568.42
L2_B_002,L2_B_002,B,part_number,"[""IR-940"", ""CR-618""]","[""IR-940"", ""CN-618""]"
L2_B_002,L2_B_002,B,unit,"[""EA"", ""EA""]","[""EA"", ""units""]"
L2_B_003,L2_B_003,B,po_date,"""2025-03-23""","""2025-09-23"""
L2_B_003,L2_B_003,B,part_number,"[""Part JQ-220"", ""Part BK-900"", ""Part HM-100"", ""Part CN-725""]","[""JQ-220"", ""BK-940"", ""HM-100"", ""CN-725""]"
L2_B_003,L2_B_003,B,quantity,"[29, 29, 6, 28]","[2, 29, 6, 28]"
L2_B_003,L2_B_003,B,unit,"[""pcs"", ""pcs"", ""units"", ""boxes""]","[""pcs"", ""pcs"", ""boxes"", ""boxes""]"
L2_B_003,L2_B_003,B,unit_price,"[75.09, 35.76, 19.64, 19.64]","[75.09, 35.76, 98.64, 19.64]"
L2_B_004,L2_B_004,B,po_number,"""po-2025-8855""","""PO-2025-8585"""
L2_B_004,L2_B_004,B,quantity,"[31, 4, 1]","[31, 4, 15]"
L2_B_004,L2_B_004,B,unit,"[""pcs"", ""EA"", null]","[""pcs"", ""EA"", ""sets""]"
L2_B_004,L2_B_004,B,line_amount,"[1115.52, 325.32, 128.85]","[1113.52, 325.32, 128.85]"
L2_B_005,L2_B_005,B,po_date,"""2023-04-03""","""2025-04-30"""
L2_B_005,L2_B_005,B,part_number,"[""IR-305"", ""PR-725"", ""GX-305"", ""IR-830"", ""CR-830""]","[""IR-305"", ""FT-725"", ""GX-305"", ""IR-830"", ""CN-830""]"
L2_B_005,L2_B_005,B,quantity,"[21, 37, 22, 16, 16]","[21, 37, 22, 26, 16]"
L2_B_005,L2_B_005,B,unit_price,"[28.97, 50.57, 70.24, 20.2, 31.47]","[28.97, 50.57, 70.24, 20.02, 31.47]"
L2_B_006,L2_B_006,B,part_number,"[""G0-940"", ""F2-511""]","[""JQ-940"", ""FT-512""]"
L2_B_006,L2_B_006,B,unit,"[""EA"", null]","[""EA"", ""pcs""]"
L2_B_007,L2_B_007,B,po_date,"""2022-06-05""","""2026-01-05"""
L2_B_007,L2_B_007,B,part_number,"[""Part EH-618"", ""Part AW-410"", ""Part DX-725"", ""Part DX-725"", ""Part FT-751""]","[""HM-618"", ""AX-410"", ""JQ-725"", ""DX-725"", ""FT-512""]"
L2_B_007,L2_B_007,B,quantity,"[31, 25, 3, 1, 1]","[31, 25, 3, 11, 17]"
L2_B_007,L2_B_007,B,unit,"[""EA"", null, ""boxes"", null, ""sets""]","[""EA"", ""EA"", ""boxes"", ""units"", ""sets""]"
L2_B_007,L2_B_007,B,unit_price,"[11.66, 32.67, 271.56, 213.23, 50.91]","[11.66, 32.67, 27.56, 21.23, 50.93]"
L2_B_007,L2_B_007,B,line_amount,"[361.46, 816.75, 82.68, 233.53, 65.81]","[361.46, 816.75, 82.68, 233.53, 865.81]"
L2_B_008,L2_B_008,B,total_amount,3743.83,3743.85
L2_B_008,L2_B_008,B,part_number,"[""RM-618"", ""AX-100"", ""AX-940""]","[""HM-618"", ""AX-100"", ""AX-940""]"
L2_B_008,L2_B_008,B,quantity,"[2, 2, 37]","[2, 32, 37]"
L2_B_008,L2_B_008,B,line_amount,"[46.86, 131.52, 1565.47]","[46.86, 2131.52, 1565.47]"
L2_B_009,L2_B_009,B,po_number,"""po-2025-7502""","""PO-2025-7502"""
L2_B_009,L2_B_009,B,part_number,"[""BK-100"", ""BK-830"", ""BK-830""]","[""BK-100"", ""IR-830"", ""BK-830""]"
L2_B_010,L2_B_010,B,po_date,"""2023-03-26""","""2026-03-26"""
L2_B_010,L2_B_010,B,part_number,"[""CX-940"", ""CX-220"", ""CX-210""]","[""GX-940"", ""CN-220"", ""GX-410""]"
L2_B_010,L2_B_010,B,unit,"[""boxes"", null, ""pcs""]","[""boxes"", ""units"", ""pcs""]"
L2_B_011,L2_B_011,B,po_date,"""2023-08-17""","""2025-08-27"""
L2_B_011,L2_B_011,B,part_number,"[""CH-725"", ""AX-312"", ""BX-305"", ""IR-940""]","[""CN-725"", ""AX-512"", ""BK-305"", ""IR-940""]"
L2_B_011,L2_B_011,B,unit_price,"[39.24, 11.0, 76.61, 44.24]","[39.24, 12.44, 76.61, 44.24]"
L2_B_011,L2_B_011,B,line_amount,"[431.64, 275.0, 1915.25, 575.12]","[431.64, 311.0, 1915.25, 575.12]"
L2_B_012,L2_B_012,B,part_number,"[""HM-305"", ""GK-512"", ""PT-830""]","[""HM-305"", ""GX-512"", ""DX-830""]"
L2_B_012,L2_B_012,B,unit,"[null, null, null]","[""pcs"", ""sets"", ""units""]"
L2_B_013,L2_B_013,B,po_date,"""2025-10-08""","""2025-10-18"""
L2_B_013,L2_B_013,B,total_amount,959.3,5969.3
L2_B_013,L2_B_013,B,part_number,"[""PT-751"", ""PT-205"", ""PT-410"", ""TK-100""]","[""FT-512"", ""FT-725"", ""JQ-410"", ""IR-100""]"
L2_B_013,L2_B_013,B,unit,"[""sets"", ""boxes"", ""units"", null]","[""sets"", ""boxes"", ""units"", ""sets""]"
L2_B_013,L2_B_013,B,unit_price,"[96.53, 76.63, 37.71, 19.63]","[96.53, 78.63, 37.77, 19.63]"
L2_B_013,L2_B_013,B,line_amount,"[1254.89, 2897.94, 1019.79, 706.68]","[1254.89, 2987.94, 1019.79, 706.68]"
L2_B_014,L2_B_014,B,po_date,"""2026-08-09""","""2026-09-08"""
L2_B_014,L2_B_014,B,part_number,"[""RT-22"", ""RT-305""]","[""IR-220"", ""FT-305""]"
L2_B_014,L2_B_014,B,unit,"[null, null]","[""pcs"", ""units""]"
L2_B_015,L2_B_015,B,po_date,"""2026-01-07""","""2026-07-01"""
L2_B_015,L2_B_015,B,part_number,"[""HM-220"", ""HM-240"", ""HM-410""]","[""HM-220"", ""BK-220"", ""HM-410""]"
L2_B_015,L2_B_015,B,unit_price,"[99.77, 92.37, 32.57]","[99.77, 92.21, 32.57]"
L2_B_016,L2_B_016,B,po_date,"""2022-11-22""","""2026-11-22"""
L2_B_016,L2_B_016,B,part_number,"[""H-410"", ""GX-725"", ""CX-725"", ""BK-220""]","[""HM-410"", ""GX-725"", ""GX-725"", ""BK-220""]"
L2_B_016,L2_B_016,B,quantity,"[37, 13, 1, 15]","[37, 13, 14, 15]"
